txId,timestep,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,local_feature_1,local_feature_2,local_feature_3,local_feature_4,local_feature_5,local_feature_6,local_feature_7,local_feature_8,local_feature_9,local_feature_10,local_feature_11,local_feature_12,local_feature_13,local_feature_14,local_feature_15,local_feature_16,local_feature_17
3578,36,5.299738,0.006653,0.905848,0.37583,0.523244,1465.791941,0.71593,-0.039247,-0.005154,0.993155,-0.016974,0.658237,-0.314084,0.143085,-0.094267,-0.751875,-0.171947,-0.381089,0.26088,0.171559,-0.59868,0.155346,0.350154,-0.49455,-0.052317,-0.441917,0.636251,0.270871,-0.182404,0.545016,0.096288,-0.692311,0.562354,0.16264,-0.357043,0.150115,0.317649,-0.412117,0.353824,-0.082219,0.073338,0.430722,0.354547,-0.45213,-0.487957,-0.31139,-0.112809,0.373717,-0.033031,-0.30189,0.473165,-0.39793,-0.08048,0.09238,-0.472914,0.678848,-0.070889,0.030315,0.162021,-0.148888,-0.129209,0.48351,0.194186,0.294763,0.22102,0.288314,-0.464708,-0.042917,0.633608,0.039493,0.75977,0.397807,0.053801,0.401518,-0.237746,-0.110852,0.032435,0.686747,-0.048157,0.345818,-0.26757,0.441674,-0.381044,-0.532977,0.09687,-0.003932,0.448159,-0.283445,-0.27226,-0.119397,-0.048748,-0.197801,0.149397,0.052695,0.185914,0.116931,0.059061,0.175048,-0.447272,-0.195676,0.520768,-0.154909,-0.081576,0.375134,-0.359928,-0.288335,0.114697,-0.05511,0.121863,0.025709,-0.129552,0.089328,0.617751,-0.221053,-0.224567,0.147036,0.214591,-0.473878,0.336761,-0.218492,0.23758,0.23058,0.241839,-0.088965,-0.048356,0.03996,0.846645,0.250622,0.626958,-0.200061,-0.00488,0.028692,-0.195323,-0.060799,0.06708,0.090208,0.567981,0.723105,-0.141712,-0.015312,0.198199,0.002974,-0.146266,0.287205,0.217682,0.236663,0.086812,0.057929,-0.192684,-0.042563,-0.052593,-0.663058,0.234806,0.256043,-0.33446,-0.258506,-0.342847,-0.190849,-0.28264,-0.168691,0.128699,0.231262,0.084915,0.20295,-0.074321,0.416818,0.651157,0.996814,0.191696,0.06361,-0.105375,0.236683,-0.018074,0.38913,-0.11307,-0.099139,0.471382,0.22192,0.813051,0.123844,0.270414,-0.025933,0.079281
3579,36,7.646523,0.008772,0.412376,3.736809,0.230374,-143.867185,0.640893,0.389011,0.228287,-0.670676,0.120951,-0.374847,0.184812,0.317636,0.405427,0.315141,-0.438462,-0.614496,0.468221,0.476546,0.505068,-0.099104,-0.101311,0.251105,0.582638,0.256882,0.021237,-0.045,-0.313602,-0.32678,-0.312874,0.195548,-0.161393,0.63363,0.032729,-0.012323,0.286253,-0.134213,0.026813,0.600215,-0.156665,-0.333169,0.295036,-0.190955,0.218165,0.748791,0.406906,0.499175,-0.135315,-0.049051,0.21113,-0.041041,-0.287609,0.268737,0.295712,-0.075044,-0.104731,-0.516151,-0.342239,-0.370314,0.068547,0.353569,-0.028973,-0.270281,-0.007624,0.007085,0.281816,-0.219319,0.147446,0.084578,-0.034584,0.474435,0.459327,0.198843,-0.469197,0.199457,0.331738,-0.146023,-0.048101,-0.088803,0.195725,0.72511,0.121134,0.413973,0.32468,-0.511725,0.471449,-0.023271,-0.820514,-0.22395,0.149337,-0.289333,-0.038719,-0.051455,0.84998,-0.160958,0.643446,-0.133112,0.056693,0.504578,-0.238636,0.175171,0.500989,0.14749,0.133507,-0.184622,-0.033622,-0.317575,0.3656,-0.101274,-0.49021,0.109499,-0.145165,0.075517,0.449067,0.210568,-0.270596,-0.14961,-0.315797,-0.014214,-0.456667,0.178535,-0.570107,-0.168477,-0.160996,-0.160906,0.138672,0.02367,0.403371,0.592144,0.493447,-0.142706,0.622374,0.054174,0.012263,0.265858,0.151077,0.308876,0.765033,0.483936,0.158251,0.084574,1.213244,0.369165,0.344659,-0.042217,-0.126708,-0.10746,0.401572,0.252624,-0.05589,-0.477802,-0.328027,0.49121,0.473877,0.214489,0.737185,0.488976,-0.36834,0.287487,-0.082906,0.202998,0.318387,-0.045565,-0.042315,0.137164,0.578596,0.024459,0.125156,1.114656,0.210032,0.357773,-0.603992,0.876438,0.835021,-0.473611,0.077051,0.643544,0.329177,0.561817,0.367444,0.350389,0.021621
3580,36,3.77317,0.004976,0.925094,3.508994,0.676426,390.066201,0.625516,0.025791,-0.415737,0.493629,-0.783612,0.048981,-0.505212,0.052986,0.479524,-0.226992,-0.146815,0.132191,0.214616,0.034174,0.317935,0.18468,-0.055847,-0.508992,0.233276,-0.336069,-0.479792,0.877654,0.307638,-0.508108,0.224579,0.568732,0.206874,-0.459136,-0.512332,0.499961,-0.215247,-0.635352,-0.079654,-0.731929,0.477364,-0.400246,0.166281,-0.052802,0.563496,0.491957,-0.235391,-0.135716,0.419993,-0.501202,0.250568,-0.21187,0.180155,0.008229,-0.70776,-0.693173,-0.008664,0.357699,-0.084963,0.094564,-0.729897,0.056191,-0.061261,0.115424,-0.309881,0.257726,0.219492,0.662254,-0.027267,-0.231374,-0.058884,-0.033994,0.32998,0.366834,-0.182634,0.277385,-0.032161,0.530718,-0.302739,-0.126074,0.509521,0.119133,0.001471,0.29005,-0.187889,-0.150499,-0.105808,0.193624,-0.376015,0.073642,-0.104044,0.545648,0.520241,-0.603374,0.115649,0.309493,0.540307,-0.105164,0.617206,-0.08184,-0.668021,0.205634,0.572391,0.299989,0.620526,0.036428,0.796891,0.20907,0.287762,0.314253,-0.2772,-0.13183,0.050617,-0.152801,-0.103984,-0.100719,0.735873,-0.132364,0.308096,-0.262608,0.207503,-0.227027,-0.028245,-0.404813,-0.069583,0.197908,0.445561,0.018892,-0.081185,0.180441,0.493673,0.585078,0.545492,0.006672,0.272011,-0.477567,0.411362,0.659442,0.146461,-0.443781,-0.524901,0.624554,0.821854,0.298211,-0.078998,0.569772,-0.244622,-0.266908,-0.082076,-0.206855,-0.660949,-0.039065,0.424264,-0.000863,0.030905,0.406754,0.257834,-0.572881,-0.475899,0.336114,0.174968,0.189262,-0.064897,0.193843,0.155319,0.038151,0.070765,0.842886,-0.183466,0.612321,0.014607,0.239572,0.523708,0.42362,0.183905,0.297024,0.063044,0.049266,0.4357,1.013695,0.615695,-0.881278,0.575813
3581,36,11.990713,-0.001591,0.985189,1.737786,0.592129,1416.070727,0.547637,-0.544072,-0.181298,-0.102474,-0.175612,-0.009046,0.849792,-0.173393,0.044961,0.071599,0.322653,0.235861,0.01387,0.591486,0.183077,0.734734,0.128692,-0.272446,0.161953,0.04843,0.186108,-0.071926,0.292824,-0.003881,-0.286383,0.437443,0.415574,-0.085188,0.028449,0.753866,0.026861,0.648103,0.263146,-0.274795,0.381224,0.302319,0.051879,-0.898159,0.216897,0.63171,0.472386,0.153486,0.554072,-0.001673,-0.247719,0.408794,-0.019536,0.083314,-0.082248,-0.513514,-0.222919,-0.53592,0.299417,0.382407,-0.041271,0.132341,0.310648,-0.019827,-0.140082,0.309945,0.400474,0.094502,0.470707,-0.329315,-0.154183,-0.014733,0.167453,0.154074,0.32355,-0.179227,-0.331918,-0.412564,0.29156,0.090335,-0.443083,0.655829,0.217006,-0.217008,-0.326931,-0.27469,0.233211,0.3783,0.362441,-0.202051,0.572589,-0.041459,-0.824226,0.647685,-0.150914,0.038347,-0.316473,0.218443,0.108576,-0.202009,-0.558582,0.743953,0.357994,-0.049976,-0.180273,0.600805,0.731376,0.852374,-0.142013,-0.450136,-0.009763,0.525116,0.354265,0.33041,-0.214303,0.13323,0.14433,-0.109851,0.716544,0.213736,0.115363,0.447738,0.471886,0.44515,0.13228,0.289179,0.122601,-0.212794,-0.147082,-0.142458,-0.616194,-0.308639,-0.574188,0.093852,0.759302,0.744902,0.536084,0.149661,0.224461,-0.300118,-0.554743,0.418383,0.001767,-0.059064,0.433931,0.094871,-0.455413,-0.277125,0.204145,0.078917,0.524108,0.69322,-0.043587,0.056949,-0.086496,-0.582981,0.563817,0.074072,0.140003,0.469287,0.480224,0.366593,-0.58013,-0.209502,-0.103746,-0.212464,0.301085,0.464399,0.229058,0.574375,0.962296,0.401405,0.45095,0.900551,0.079965,0.028463,0.346154,0.636757,0.614855,0.385329,0.186333,0.137196,0.435814
3582,36,8.955412,0.002104,2.578969,0.475316,1.022934,1961.808432,0.606031,-0.177561,-0.055188,0.55497,-0.016914,0.396453,-0.276576,-0.083866,0.542008,0.09456,-0.298832,0.048096,0.068422,0.098679,0.009066,-0.111632,-0.030958,0.611998,0.361079,-0.081374,-0.955308,-0.620401,-0.263567,0.383551,0.310457,-0.161269,-0.178528,0.10903,0.011165,-0.158762,-0.202687,-0.289737,-0.125231,0.262713,-0.380109,-0.207833,-0.119782,0.701299,-0.549483,0.088848,-0.027304,0.072305,0.425415,0.216018,-0.110968,0.12408,-0.129096,0.101068,0.09275,0.207879,0.133245,0.420437,0.214367,-0.235839,0.035741,-0.407127,-0.003509,-0.307062,-0.246533,0.634499,-0.483195,-0.025678,-0.048602,0.226525,-0.326493,-0.31105,0.075222,-0.443683,-0.076744,0.48447,0.405258,0.181394,0.394481,0.28009,-0.329709,-0.003138,0.508766,-0.192078,-0.2724,-0.048442,-0.28509,0.537781,0.19438,-0.194482,0.669722,0.42151,0.456981,-0.47248,1.037746,0.291763,0.121146,-0.063414,0.012758,0.111172,0.081376,0.064806,0.247716,0.821116,0.04223,-0.057188,0.391161,-0.065893,0.586472,0.000403,0.242718,0.243439,0.171716,-0.079006,0.877779,0.10448,0.069331,0.695755,0.39925,0.28373,0.192915,-0.292603,0.380584,-0.124445,0.092216,-0.207738,-0.056517,0.030003,0.028973,0.080753,0.146896,-0.117348,0.286453,-0.248851,0.457821,0.231489,-0.361197,-0.062053,0.377933,0.510506,-0.243417,0.471205,0.319783,-0.221896,0.297967,-0.042698,0.240349,-0.142577,-0.53306,0.914935,0.520517,-0.138683,0.101646,0.20729,-0.539125,0.178412,0.060088,-0.077381,-0.376991,0.119004,0.331509,-0.322408,0.849761,0.164594,0.593016,-0.476006,-0.072791,0.433036,-0.089026,0.601058,-0.158788,0.427797,0.225857,0.905861,1.174437,0.08406,0.86765,0.284564,0.913394,0.207532,0.505426,0.452971,0.203907
3583,36,5.339771,0.010487,1.07785,1.792336,0.570784,2814.831811,0.413636,-0.187719,-0.335512,0.580447,0.234489,-0.02729,-0.364328,-0.389682,-0.081607,-0.291043,0.062633,-0.717559,0.293919,0.09463,0.342801,0.283897,-0.109759,0.188419,-0.315725,0.002636,0.421311,0.010633,0.185141,-0.430655,-0.374457,-0.17655,-0.448356,-0.270919,-0.116071,0.317639,-0.020571,0.159156,0.273207,-0.404311,0.29501,-0.4044,0.526489,-0.205865,0.016477,-0.604544,0.353367,0.073038,-0.054394,0.292259,0.094539,-0.3753,0.289576,0.154935,0.557777,0.318904,0.367335,-0.441063,0.383887,-0.267523,-0.177485,0.660349,-0.357958,0.422756,-0.212497,-0.306384,0.146748,0.166526,0.302704,-0.134581,-0.384489,0.082497,0.329357,0.404745,0.306716,-0.289743,0.156546,0.59362,-0.566472,0.477965,-0.534394,0.170888,0.143799,-0.232681,0.007693,0.16811,0.143073,0.558335,-0.270749,-0.445096,0.679962,-0.212012,0.197898,-0.06291,0.343429,-0.01338,-0.066212,0.044026,-0.240662,0.311358,0.042352,0.425746,-0.30398,0.265311,-0.143493,0.115308,-0.297751,-0.360011,-0.299272,-0.257864,-0.28369,0.004146,0.022232,-0.08532,0.677847,0.160682,0.502132,0.147392,-0.329941,0.585883,0.141911,-0.068685,0.121953,-0.246621,0.079148,-0.03423,-0.155355,-0.434196,0.266002,0.070681,0.215111,0.313345,-0.121729,0.609109,-0.030418,0.079323,-0.316345,0.201415,0.087546,-0.099177,-0.186301,-0.064789,-0.21181,0.212562,-0.2375,0.190619,-0.064152,-0.497164,-0.328612,0.002,-0.347709,-0.01731,-0.250013,-0.250942,-0.15873,0.375154,0.333684,-0.111592,0.188104,0.052629,0.195349,-0.222152,-0.394214,-0.175183,0.44597,0.478815,1.92031,0.001882,0.699281,0.177895,1.439579,1.56436,0.07844,0.181971,3.184561,0.029171,0.060332,-0.017324,0.941472,0.031676,0.08488,0.032235,0.090546
3584,36,0.229291,0.004586,0.626737,2.327084,0.388346,3080.829688,0.604379,0.377967,0.568586,-0.371788,-0.135223,-0.140552,-0.225987,-0.56198,0.238971,0.400727,0.159044,0.155685,0.411206,-0.340115,-0.096845,-0.209515,-0.162352,0.295381,-0.350022,0.498066,0.325898,-0.06592,-0.914237,-0.316066,-0.049554,0.485404,-0.074073,-0.536508,0.41603,-0.099876,0.143411,0.819052,-0.126482,-1.019272,0.289444,-0.432089,0.344471,-0.386553,0.047727,-0.098198,-0.01581,-0.578723,0.306939,0.155755,0.488674,-0.361509,-0.519817,0.93392,-0.136503,-0.602589,0.116526,-0.40321,0.906059,0.12873,-0.282902,0.025215,0.288534,-0.086126,0.333136,0.124002,0.662979,-0.028802,0.217435,0.048475,0.554191,-0.121386,-0.238091,-0.401088,0.027801,-0.019553,-0.001262,-0.017887,-0.374585,-0.421828,0.134712,0.409208,0.404339,0.218836,0.295327,-0.051671,-0.024382,0.186388,-0.512991,-0.068974,-0.129061,-0.457191,-0.071605,0.055119,-0.13358,0.02109,-0.11587,0.142948,0.376331,0.556986,-0.087165,0.185321,-0.016634,0.394686,-0.02312,-0.140233,-0.205807,-0.068683,0.158402,0.072094,-0.072564,0.630869,0.499855,0.181153,-0.689804,0.480777,0.514912,0.264238,0.08416,-0.101129,-0.088717,-0.542262,0.478864,0.443926,-0.071605,0.308018,-0.090943,0.079572,0.172016,0.063318,-0.125108,-0.332967,0.155954,-0.23557,0.255648,0.810092,0.195785,-0.780415,0.481067,0.50256,-0.187358,-0.161282,0.252195,0.502934,0.394727,0.051886,0.198895,0.405697,0.444977,0.107223,-0.183811,-0.289093,0.446515,0.114895,-0.102365,0.276219,0.30995,-0.345447,-0.196221,0.665665,-0.285777,0.819967,-0.095107,-0.231697,0.15616,0.717541,0.488934,0.511558,0.755148,0.544736,0.392011,0.11674,0.115892,0.447146,0.047025,0.632395,0.026052,-0.031794,0.384578,-0.191687,0.761879,0.702686,0.136607
3585,36,0.442878,0.007124,1.299417,2.505756,0.412935,1105.82331,0.259239,0.075368,0.063304,-0.124463,-0.237714,0.528639,0.498353,0.207553,0.32155,0.111931,-0.114337,-0.526292,-0.017651,0.480764,-0.095761,0.395357,0.339569,0.103644,-0.268701,0.042927,-0.216076,-0.173541,-0.140762,-0.145099,-0.502668,-0.246652,-0.34123,0.425713,-0.12499,-0.353905,-0.237407,-0.066263,-0.01307,0.340413,-0.513209,0.392554,-0.138015,0.361805,-0.099495,0.094756,0.430756,0.266087,0.165981,-0.206783,0.197153,0.052581,0.117434,-0.446635,-0.18671,-0.022626,-0.317051,0.02021,-0.083195,0.018564,-0.736899,0.538292,-0.076396,-0.186727,0.198901,0.062653,-0.582318,-0.265488,0.20907,0.179152,-0.322962,0.556775,0.177223,-0.075177,-0.25526,0.334533,0.169881,-0.27231,0.158443,-0.388116,0.466049,0.195263,0.107404,-0.094026,-0.204613,0.506103,-0.313491,-0.253158,-0.155957,0.086598,0.065711,-0.786357,0.103517,0.280635,-0.196403,0.618303,-0.649299,0.212449,0.383489,-0.075929,0.376553,0.242695,0.266544,-0.513909,0.299507,-0.267276,-0.057637,-0.108476,0.383915,-0.184708,-0.090965,0.748762,0.319579,0.549964,0.274455,0.018717,0.253705,-0.067885,-0.086169,0.416691,0.561611,0.076797,0.144824,0.247459,-0.1783,-0.545547,0.178962,0.309418,0.111284,-0.203881,0.061279,0.641115,-0.740751,0.438566,-0.10592,-0.376764,0.121215,0.108541,0.342833,-0.262232,-0.325351,-0.002891,-0.738084,0.120161,-0.176029,-0.071454,0.044721,0.77988,-0.349454,-0.010563,-0.251503,-0.131102,0.031025,0.055999,-0.30547,-0.307103,0.520245,0.403111,0.227125,-0.364554,-0.519684,-0.510218,-0.334282,0.050862,-0.397928,-0.297137,1.617552,0.000851,0.538512,-0.040952,1.11612,0.498922,0.101042,0.288203,4.184482,0.043862,0.185797,0.047739,0.755505,0.157793,0.084642,0.021256,0.087459
3586,36,2.719322,0.001745,1.307698,0.780847,0.566607,1124.083376,0.473705,-0.165285,-0.081519,-0.337669,0.188354,0.13773,0.058832,0.358593,0.063772,0.323114,0.137588,0.499456,0.230704,0.256466,0.272922,0.178035,-0.400094,0.149573,0.228528,0.55887,0.184938,-0.160945,0.086947,-0.39252,0.431648,-0.501277,-0.189187,0.220703,-0.002368,-0.16103,-0.486774,0.388342,0.05623,-0.136854,-0.014541,0.003355,-0.167481,-0.180109,-0.122404,-0.370486,0.016627,0.430928,-0.039412,0.580325,0.149814,-0.41272,0.032184,-0.13505,0.059616,-0.209333,-0.33666,-0.006451,0.08173,0.675255,0.068654,-0.390768,-0.110741,0.098267,-0.156823,-0.244081,0.250723,0.166337,-0.378682,-0.456384,0.423559,-0.009259,0.187397,0.032585,0.014874,0.139929,0.165402,0.528834,-0.653668,-0.231886,-0.040005,-0.016168,0.325521,0.031348,-0.306471,-0.196922,0.076919,-0.712571,-0.355594,0.10982,0.460533,0.152899,0.08289,-0.31533,-0.169532,0.156539,-0.207275,0.517454,-0.619252,0.099875,-0.38504,0.218862,0.148919,0.284909,0.253337,-0.399828,-0.405022,-0.111938,-0.311016,-0.583015,0.182678,0.021662,0.091678,0.096989,-0.140523,0.139462,0.316937,-0.143868,-0.279465,0.33791,-0.355159,0.015251,-0.079659,0.016217,-0.240512,0.122817,0.120986,0.340618,0.05721,-0.118314,0.44864,-0.16606,-0.255613,0.210163,0.132049,-0.530983,0.130989,0.358386,-0.232121,-0.116764,-0.083081,-0.244561,0.369353,0.458996,0.281308,0.224647,-0.009579,-0.533688,0.093225,-0.322127,0.147205,-0.079972,0.200295,-0.033975,-0.011664,-0.038428,-0.726526,-0.22112,-0.25947,0.121358,-0.075411,0.175182,-0.116907,-0.272428,0.25956,0.194919,1.876246,0.001234,0.491134,0.188228,0.644572,1.231895,0.162061,-0.005699,3.5784,0.139026,0.113802,0.085412,0.591684,0.300242,0.04427,0.010594,0.054197
3587,36,4.8581,0.012876,1.998029,3.106368,-0.029264,-1875.154769,0.996616,-0.10761,0.133182,-0.046242,-0.156184,0.226264,0.002646,0.066062,0.520843,-0.035404,0.462323,-0.829117,0.177233,-0.020646,-0.197362,-0.546816,0.573413,-0.136478,-0.152707,0.150324,0.513302,-0.317896,-0.495889,0.162883,-0.15538,0.480887,-0.572184,-0.142722,0.174518,0.906024,-0.048217,0.601021,-0.22687,0.49567,-0.360302,-0.467031,0.584288,-0.352082,-0.162762,0.661749,0.231977,0.318234,0.215856,0.590367,-0.293937,-0.146562,0.0966,-0.297779,0.270018,-0.065708,0.370397,0.040209,0.138835,-0.229576,0.144909,0.012024,0.127405,-0.245608,-0.153037,0.114156,0.26982,0.282703,-0.232377,0.407335,0.328521,-0.495915,-0.214356,-0.096333,0.210392,-0.37863,0.506216,0.185596,0.170947,-0.053,-0.228823,-0.217354,0.242202,0.446598,-0.342944,-0.035439,0.252353,-0.101518,-0.070611,0.389427,0.246022,-0.055911,-0.469059,-0.311871,0.232961,0.312685,-0.291072,0.506288,-0.46559,0.355148,-0.029973,-0.116277,-0.178781,0.889924,-0.233323,-0.126155,0.382528,-0.370289,0.659001,-0.492113,0.407599,0.766072,-0.097787,0.32805,0.026165,0.24254,-0.03438,-0.175372,0.190934,-0.199332,0.511086,0.208521,0.003023,0.775297,-0.052886,-0.019028,-0.373769,0.557045,-0.379415,-0.11785,0.047805,-0.094553,-0.434649,-0.260521,0.215449,0.198531,0.181311,0.624792,0.090408,-0.140303,-0.10168,0.649605,0.247867,0.195774,0.33832,-0.096671,0.31128,0.336693,0.665093,0.07878,-0.008876,-0.280165,-0.056719,0.08365,0.219172,-0.210087,0.304308,0.540316,0.114569,-0.125475,0.073084,-0.571416,0.387383,0.305009,0.465563,0.350014,-0.002276,1.461844,0.159836,-0.382573,-0.306733,0.394194,0.241919,0.068921,0.336472,0.923016,0.678507,0.210873,0.477726,0.511669,0.017182,0.420345,0.771488
3588,36,4.520052,0.009836,2.323651,3.409659,0.539306,939.093316,0.470477,0.060133,0.2559,-0.101646,-0.086525,-0.162611,-0.001806,0.017266,0.017129,-0.414398,-0.096426,0.264718,0.184514,-0.235523,-0.065979,0.185331,-0.29923,-0.202702,0.535729,-0.02283,-0.481,-0.003201,0.409071,0.095708,0.244427,-0.110978,-0.261243,-0.306975,0.349021,0.443335,-0.524502,0.191607,-0.57339,0.125396,0.13034,0.024683,0.19004,0.333163,-0.110404,0.100721,0.020686,-0.37813,-0.020508,-0.263083,-0.343393,-0.109977,-0.519161,0.142099,-0.15307,-0.274283,-0.063979,0.540791,-0.37353,-0.157834,0.090103,-0.092137,0.00115,0.167637,-0.377668,-0.159722,0.267154,-0.127882,-0.1636,0.156374,-0.209382,0.021756,0.026081,-0.050102,0.193023,0.333845,-0.088779,-0.156545,0.224072,-0.656384,-0.336702,0.341886,-0.317272,0.257633,-0.120736,-0.112591,-0.035913,0.33176,-0.028491,-0.263121,0.272658,0.096692,0.081928,0.048734,0.42507,-0.127498,-0.234691,-0.361005,0.174823,-0.076227,0.016999,0.153242,0.256322,-0.583833,0.37875,0.080598,0.176921,0.411011,-0.094843,-0.346347,0.009428,0.732714,-0.102645,-0.300899,-0.253002,-0.168913,-0.363659,-0.565442,0.176035,-0.160669,-0.375756,-0.131104,0.630297,0.131348,0.011541,0.367139,0.10648,0.186086,0.234458,-0.251469,0.586935,-0.019197,-0.026265,-0.363117,0.120204,-0.035345,7.9e-05,-0.234379,0.412319,0.21446,0.48498,0.212533,-0.350577,-0.214524,0.315453,-0.254011,0.493851,-0.199993,0.08354,-0.210926,-0.042726,-0.037525,-0.127098,0.286655,0.326119,0.131066,0.505383,-0.259466,0.382341,-0.171626,-0.094295,-0.084781,-0.821371,0.595871,-0.183357,-0.357518,2.286309,0.002072,0.879525,0.270319,1.755264,1.485689,0.369293,0.145081,2.168634,0.036418,0.035808,0.043749,0.761482,0.362789,0.052373,0.009596,-0.055741
3589,36,6.908537,0.001436,2.087506,0.52449,0.374288,5779.67635,0.353952,0.096539,0.142982,-0.407727,-0.327061,0.308146,0.039571,0.689225,0.745218,-0.051861,-0.224366,0.037807,0.050312,-0.312947,-0.190979,-0.035833,-0.18069,0.255524,-0.132892,-0.407134,0.068167,-0.19734,0.359834,0.489043,-0.088805,0.466892,-0.27671,-0.467613,0.372907,-0.188601,-0.105556,-0.190251,0.362108,0.012044,-0.240984,-0.258093,-0.182992,-0.343594,0.245292,0.474376,0.129666,-0.071536,0.232507,-0.4174,-0.148148,0.048516,0.098996,0.20546,0.48613,-0.275514,0.023658,-0.381827,0.257123,0.16677,-0.664576,-0.138792,0.141835,0.078318,-0.093982,0.461484,-0.291179,-0.337679,0.073394,0.39343,-0.067819,-0.002709,-0.047922,0.540544,0.501565,-0.193814,-0.431428,-0.307077,0.461132,-0.029859,-0.127423,0.329305,-0.13843,0.585286,-0.132346,-0.010476,-0.183994,-0.194488,0.031693,0.057867,0.076651,0.152811,0.017152,0.309432,0.283193,0.376396,0.008106,-0.455701,-0.183051,-0.472598,0.002063,-0.16219,-0.176469,0.151041,-0.200007,-0.038351,-0.127898,-0.155429,0.324151,0.16524,0.180041,0.084465,0.433709,-0.459018,0.08794,0.256904,0.393396,-0.329739,-0.308679,0.324237,-0.002428,-0.146156,0.009453,-0.20506,0.592941,-0.017183,0.008418,-0.894533,-0.243101,0.493962,-0.240274,0.047501,-0.224738,0.609714,-0.259761,0.055225,0.63423,0.052438,-0.466115,0.681817,-0.462192,-0.086982,-0.18759,-0.3208,0.185093,-0.099695,-0.156993,-0.498325,-0.030732,-0.00129,0.083863,0.002155,-0.090839,-0.06391,0.338627,-0.241431,-0.20286,-0.059156,-0.064793,-0.048802,-0.0526,-0.210686,-0.041266,-0.628718,0.45415,0.032145,2.006013,0.001487,0.860363,0.020717,1.262434,0.670391,0.046008,-0.007497,4.622771,0.207641,0.100921,0.026664,0.819849,0.307407,0.011195,0.064822,0.145045
3590,36,7.846277,0.000952,1.787094,3.376131,0.301134,1565.178692,0.786721,-0.418439,0.519046,0.243127,-0.103378,-0.149504,-0.200501,0.360817,0.872789,0.101974,0.647493,0.715143,0.200474,0.070743,0.054231,0.313021,0.520907,0.050734,-0.361639,0.383161,-0.514642,0.235716,0.369394,-0.112766,0.087831,-0.035906,0.571067,-0.600963,-0.293011,0.230538,0.097589,0.303842,0.386439,-0.003082,0.379031,0.351401,-0.323064,-0.170364,0.169859,0.742892,0.849126,0.405628,-0.023999,0.484655,-0.394248,-0.300626,-0.158305,0.024695,-0.225408,0.051382,0.268325,0.192817,0.360667,0.522762,0.138997,-0.12075,0.186944,-0.719278,-0.745389,-0.19525,-0.633187,0.413147,0.211978,0.011056,-0.261671,-0.824718,0.37398,-0.302627,-0.014047,-0.450721,-0.695092,-0.251321,-0.321219,0.138974,1.132107,0.399693,0.035791,0.058456,-0.466027,-0.372469,0.454093,-0.36534,0.166479,0.174173,-0.487292,-0.113316,0.236672,0.372253,-0.185289,0.4588,0.291506,0.286052,-0.043271,0.128238,-0.918771,0.218129,-0.16385,-0.010023,-0.30007,-0.0077,0.145132,-0.133712,-0.364912,-0.230051,-0.144196,-0.039453,0.269208,-0.375639,-0.063428,-0.323239,0.390567,-0.281628,-0.347422,-0.287186,-0.306055,0.182431,-0.169387,1.11884,-0.055212,0.050251,1.093465,-0.160067,-0.865867,0.54649,0.315864,-0.421107,0.068656,0.489924,0.248046,-0.349008,0.305506,0.73989,0.478487,0.506541,-0.057917,-0.542518,0.046937,0.138483,-0.176545,-0.460605,0.084219,0.435118,-0.095889,-0.197066,-0.074733,-0.065723,0.75045,0.334629,0.187974,0.221643,0.515881,0.606355,-0.052749,0.494978,-0.288061,0.102606,0.073159,0.031812,0.014597,0.045678,0.34314,0.518647,0.268239,0.765273,0.713693,0.452018,-0.425835,-0.137313,-0.029041,0.847512,1.272972,0.842045,0.3491,-0.437553,0.056361,0.451867,0.120855
