txId,from_wallet,to_wallet,amount_btc,timestamp
2814,1jZgVWJPAN8Qy6nv,1REcDPnDsWxZsc6t,4.3672693,2019-07-16T03:33:00Z
2815,1KB4sdPTyNYb4jRK,1EzihFiUPDcFgs16,0.09631823,2019-07-16T14:51:00Z
2816,1j85QkqiMZzNH7xc,1TxPGdCGUmsBP2ew,10.52671413,2019-07-16T17:48:00Z
2817,1Ze691FgqxPp3PhR,1bP5YXsxy97Q1Run,1.63301207,2019-07-16T08:28:00Z
2818,13e5rMp8T3rKpF5m,1j85QkqiMZzNH7xc,7.93306496,2019-07-16T03:07:00Z
2819,1LpLMQhdQxMc6q5G,1h6Xw6p2BgV6aevF,14.8210239,2019-07-16T20:25:00Z
2820,1NtyM4w2eJYmcELe,1LN1xcu2R45BkZzF,9.91390822,2019-07-16T18:19:00Z
2821,1PEDHBz1wPsrxD1r,1f1KVJ1HD7WNNpqY,0.98649784,2019-07-16T22:09:00Z
2822,1sVxLQ8462Q9kri7,11eYHFj3K6Q4neLR,5.43998238,2019-07-16T06:15:00Z
2823,17zMxo79qrrMS44q,1G2ycmVfbfgvvvF5,7.16938974,2019-07-16T15:46:00Z
2824,1WDuTzvPch7rmU1X,1bosF2uXW2LbGfEb,8.12249449,2019-07-16T14:12:00Z
2825,1d8edzTH8oYWX94B,1Nr6EZU6J1jaExxP,10.45120875,2019-07-16T22:20:00Z
2826,1ENtKQwCYB1gQwwR,1qczkoAMQzbTPCNY,9.59983043,2019-07-16T04:25:00Z
2827,19GRgUUEQCUDKfgA,1FE7n6nhVhpG36AG,3.09579349,2019-07-16T07:38:00Z
2828,1BdPFKagrNfN8TyZ,1mLnNP22PCYCsPAH,9.61692327,2019-07-16T18:11:00Z
2829,1zBxZBxG5FA8wyHv,1oS85NnHsY7UabsF,12.42177049,2019-07-16T16:30:00Z
2830,1MyaugtnNCwZurS1,31u2kj2PUBoHKUe6,3.95246691,2019-07-16T21:45:00Z
2831,18a2q1L9WCa1KKkT,1a2LgFdh5Fpt4KCF,2.94443853,2019-07-16T23:32:00Z
2832,19T21f7VpjFJCyHi,1HHiiFkcuZ8pze9D,14.80028446,2019-07-16T16:24:00Z
2833,1TN5qzi3ueRYX3S1,1j2k7sqBneFq8w3p,2.04896244,2019-07-16T08:01:00Z
2834,1SbyfAq3RdMgwkLF,19GRgUUEQCUDKfgA,7.36236778,2019-07-16T05:20:00Z
2835,1JAYcmmQMYT8b8h3,11Xc93NZ4ssVE5XJ,10.5120746,2019-07-16T04:45:00Z
2836,1jmEHJTm62dP3wq9,1KMk4962MsDuK7b2,14.00321004,2019-07-16T21:04:00Z
2837,1KMk4962MsDuK7b2,1G75HiEeJBQkDsS8,7.61263469,2019-07-16T01:26:00Z
2838,1sQnDPLJ6nx1gzYK,1Lm7CruzxRwQnb15,14.58551429,2019-07-16T09:40:00Z
2839,11CxF3hJ67djH9EQ,11XHsaRP5ueXM5Kg,5.43930087,2019-07-16T00:05:00Z
2840,1Uhd4wi7qyD77d5D,1KYrTSP42ExcvCAR,4.17134451,2019-07-16T08:16:00Z
2841,1MNWx7D4QRUUiG1c,1DA2zMwDA5txETci,9.50551964,2019-07-16T22:02:00Z
2842,1NQ5KzpBCyTRmYeU,12icaPSgNgN28QDh,2.31735137,2019-07-16T18:42:00Z
2843,1dBnZM2ZKr3V44Li,1hEbUwMWUEfaJYzB,9.79400811,2019-07-16T21:52:00Z
2844,1KRGS7Jo1z9Qj82v,1kTRDdcauBB9x9H7,14.54304439,2019-07-16T19:34:00Z
2845,1FGuHFVV7PfVczfQ,1rywYxiEGmh1J5gg,11.81633795,2019-07-16T10:28:00Z
2846,12cBPqD9dN948L6R,1rQ6aDz23A2Wp9xk,0.43482753,2019-07-16T18:51:00Z
2847,1vPy17eombVGCr7m,1W2Z3WUV5mN1nmcH,14.30764924,2019-07-16T08:46:00Z
2848,1KpZXFFbQHyshdBR,1yCEH1ZvzKth2QMM,11.53859954,2019-07-16T05:22:00Z
2849,1sMgDEqyNy2LKtHw,1qaShFAfDNwuCNHL,3.32326826,2019-07-16T06:40:00Z
2850,1sPNuStJDpGtFncE,1KbtWS8KUUYsPXCp,9.41226946,2019-07-16T02:50:00Z
2851,1y5g9KS8dGm9MDKE,199fN4m51aLgVqHd,4.68276031,2019-07-16T00:04:00Z
2852,1T79Rac8NFGHhECF,1F6WecCRkeQ7hcPK,3.41920249,2019-07-16T06:11:00Z
2853,1KbtWS8KUUYsPXCp,16wAiLkpMMuJMaY5,12.54797257,2019-07-16T11:11:00Z
2854,1wwNHorQoSkC6NxM,1rm6mDrQQKSefJTJ,4.85865632,2019-07-16T14:13:00Z
2855,18orPehj2oQLcE2H,1NrC6c3u98T6eW3k,7.29218373,2019-07-16T18:27:00Z
2856,12L3GGbNeTTeMwrz,1SvBuqRbpsFXezAx,10.23651991,2019-07-16T21:11:00Z
2857,1JDQxwrCwhnrcNLH,15NBVGLtZxFXPYNJ,14.18294439,2019-07-16T14:44:00Z
2858,1mbwTWMeUgzSPG57,1bP5YXsxy97Q1Run,6.02984835,2019-07-16T17:26:00Z
2859,1YTKJrW55hcdQmNJ,1rxtaX3BLLRUwH2P,8.42022557,2019-07-23T19:12:00Z
2860,1sdn3PZWak3MKjxE,1sFptmjCiyXHK7hD,7.66719676,2019-07-23T15:56:00Z
2861,1pBZdHa4eenRLFEL,1s4DKiNkzLNKvebH,0.69097845,2019-07-23T13:13:00Z
2862,1yQ8zfL35VnatKho,1qoBFvYFCweu3FUZ,1.96657155,2019-07-23T11:18:00Z
2863,1Nr6EZU6J1jaExxP,11YDkk59nLowFrWC,1.51220761,2019-07-23T05:39:00Z
2864,1c8eacFH4WH2tJia,1Zah9Cobj5DLP7dx,13.43903287,2019-07-23T17:38:00Z
2865,1AqzYMpNCWPVnXcB,1Lq6JbQon9FD4mXf,4.1927117,2019-07-23T23:59:00Z
2866,12prQfyBwRwiQ7xN,1CBKUFsVDi3KMaRb,4.72157843,2019-07-23T23:21:00Z
2867,1P5LZ9pox9y37PvG,1JAYcmmQMYT8b8h3,13.66401286,2019-07-23T04:28:00Z
2868,1F96QJxaM4UdvE9t,1qVtaChQVzoQPqUC,6.79692245,2019-07-23T06:07:00Z
2869,1Ya477bembmPDC5e,15Ha2CawZG7cHxRA,10.11232512,2019-07-23T19:55:00Z
2870,1zHrLkCwGbTSiQL5,1G75HiEeJBQkDsS8,0.13942715,2019-07-23T02:16:00Z
2871,1g36umfR2kiGj276,1Rbpeq3vVvvgJjUo,10.7819182,2019-07-23T04:36:00Z
2872,19GRgUUEQCUDKfgA,12icaPSgNgN28QDh,2.23763024,2019-07-23T17:47:00Z
2873,1Lq6JbQon9FD4mXf,1G75HiEeJBQkDsS8,10.63021588,2019-07-23T10:20:00Z
2874,1C1c9NfjmUH4i56s,12S1AvDrL5Mrj5ad,11.37699405,2019-07-23T14:02:00Z
2875,1WKBC1BaA9puhK8J,12oqboLigEsKhqv4,3.91550567,2019-07-23T11:30:00Z
2876,1uCqxAp713f1gSic,1Eym1qWeXf6gGZHK,3.30853549,2019-07-23T11:34:00Z
2877,1YEs9MfeR9TTJ7HL,1HE5A9X4VFRvs69Q,10.50858805,2019-07-23T04:40:00Z
2878,1UCSnMk7TCn7w32v,3M239b5DEVh1NKFV,0.77407709,2019-07-23T00:43:00Z
2879,1VECp2Uvcq4JEsEv,1ry7u31iLPgEqmDF,0.53909663,2019-07-23T12:43:00Z
2880,1KuoQAUCvpfgWZ11,1FCwKXNELWCLUa7F,1.54475008,2019-07-23T01:24:00Z
2881,1Pk225k3bpwmpgof,18oo53hohSLkGFP9,7.07249665,2019-07-23T19:27:00Z
2882,1BEmM3Ddv4o9jY9f,1BEmM3Ddv4o9jY9f,4.59019126,2019-07-23T01:08:00Z
2883,1JwrHM2qHoXKX53t,1zbrJmHtZS58T5mS,9.17923293,2019-07-23T22:54:00Z
2884,1uyH4EUyiub39rLc,1968pTj3QcDShL9b,7.47699651,2019-07-23T01:49:00Z
2885,1y4cfwPZLE6pHUxG,1c8eacFH4WH2tJia,2.16188305,2019-07-23T17:27:00Z
2886,1BbEZgaTPALXoQhj,1PUvb5fpX622F1by,12.00861791,2019-07-23T17:50:00Z
2887,1KpZXFFbQHyshdBR,1G75HiEeJBQkDsS8,8.03928747,2019-07-23T15:30:00Z
2888,1BCunKfeARTRXgPx,1t5yy1psMdPdo33v,11.91350241,2019-07-23T11:31:00Z
2889,1nGU1dbHLQRRn5ZD,188wH6iE31SEdx9j,5.27839145,2019-07-23T21:47:00Z
2890,1yCEH1ZvzKth2QMM,1KB4sdPTyNYb4jRK,4.32422179,2019-07-23T14:24:00Z
2891,1H9EzdacNFBExDbt,1WTUN6uCaG87dfRb,2.55295639,2019-07-23T04:25:00Z
2892,1cvbrWWvoinEVJD3,1ymF7aBmDAnmTR9Y,7.52155183,2019-07-23T01:23:00Z
2893,1MkMQvMbp7DQFhAP,1piv4LTXoueAARJY,29.98996084,2019-07-23T05:52:00Z
2894,17bvDWXiiiZPd1Tx,3Y8vT7ASAd4qeB7t,0.70453692,2019-07-23T22:39:00Z
2895,17jKMwUrLoqVr6HG,12L3GGbNeTTeMwrz,12.47863413,2019-07-23T23:56:00Z
2896,1rxtaX3BLLRUwH2P,1Vb3yoA1UuHwoAGS,13.61602668,2019-07-23T06:08:00Z
2897,12nx1RT4Sau3D2aX,1SVP4oHqRKN4e6DR,14.42955084,2019-07-23T21:15:00Z
2898,1T79Rac8NFGHhECF,1JB1hxGJQBRG5eVF,5.77534244,2019-07-23T21:15:00Z
2899,1F96QJxaM4UdvE9t,1NpApQNXEKfWoHD5,12.39473263,2019-07-23T03:30:00Z
2900,1R4s3ahHxYNoLUrc,1V9JtnLJxgFSR6DX,3.35247425,2019-07-23T06:09:00Z
2901,1iABwSrL7rbezk5N,1r7RxwaKdSRLiBNu,11.101958,2019-07-23T17:11:00Z
2902,1DUQpGNY5yCNs7U3,1KsiwuEHiEUovHeg,11.20401714,2019-07-23T22:58:00Z
2903,1jZgVWJPAN8Qy6nv,1YRiDhGvwuLrmoBE,8.10241256,2019-07-23T08:48:00Z
2904,1pBZdHa4eenRLFEL,1JAy28H4PHXK5XsQ,5.4173295,2019-07-23T09:36:00Z
2905,18Pwu5LG5mY6GwN9,16vgu1XxbXQedo5J,0.61778614,2019-07-23T07:25:00Z
2906,1QbYqZCBLH3uZvug,1iQanud375u25sc9,3.96805234,2019-07-23T14:35:00Z
2907,1vMRWSipQWE9JQGM,1rxtaX3BLLRUwH2P,9.5670232,2019-07-23T13:13:00Z
2908,17zMxo79qrrMS44q,1JJCDTwoAFteK613,7.14848866,2019-07-23T13:25:00Z
2909,1wRJF38GuNp6V9Ag,1K7iQ6QudDFxU198,2.12539273,2019-07-23T23:10:00Z
2910,1QBKaXJNEFgNPPdB,1w4DDT88jkdvqU1H,2.00917528,2019-07-23T02:57:00Z
2911,19T21f7VpjFJCyHi,18rd9ES2jc2qTb7b,12.03505112,2019-07-23T23:47:00Z
2912,1bMrs8HxrWzH491H,3M239b5DEVh1NKFV,2.50483826,2019-07-23T19:19:00Z
2913,1sVxLQ8462Q9kri7,1LroL5DaYgBum5fR,10.87665762,2019-07-23T02:42:00Z
2914,1PgSmZRijboCzfp3,1eaNSJ7sMaSnHiQF,2.29453799,2019-07-23T19:23:00Z
2915,1f2nkejfSgUYoEPm,1MyaugtnNCwZurS1,8.48055733,2019-07-23T17:17:00Z
2916,1XNMrCC1GkssGbtP,1mTZ2KCk9vkDkx9m,9.7150512,2019-07-23T00:10:00Z
2917,1sXKD77J9MWK6vBR,1td6fZydavhWrvD8,9.42713525,2019-07-23T02:04:00Z
2918,1W2Z3WUV5mN1nmcH,1Hn6EhDddRt6TuDW,0.54077273,2019-07-23T06:20:00Z
2919,1LroL5DaYgBum5fR,1uyH4EUyiub39rLc,4.61505733,2019-07-23T06:34:00Z
2920,1YHujKKw4PahsN2i,19yUWzvb2G43tDF5,13.88410595,2019-07-23T22:32:00Z
2921,1S8dkAL66y1uN2Ji,15Ha2CawZG7cHxRA,4.07922443,2019-07-23T15:23:00Z
2922,1j2k7sqBneFq8w3p,1TN5qzi3ueRYX3S1,7.13736645,2019-07-23T15:28:00Z
2923,1Jbzz4MaVG2UiRoC,1Ep6D28bJwQ9fhu2,1.2606898,2019-07-23T16:52:00Z
2924,16vgu1XxbXQedo5J,1R4s3ahHxYNoLUrc,1.13004374,2019-07-23T17:24:00Z
2925,1P5LZ9pox9y37PvG,1j2k7sqBneFq8w3p,4.23318332,2019-07-23T20:07:00Z
2926,13BHTAnXc77gk9xm,11wfm6GjN3FT3jPu,8.37130701,2019-07-23T03:31:00Z
2927,1mA26temRswXwWt5,1Uhd4wi7qyD77d5D,4.24367106,2019-07-23T23:58:00Z
2928,1fJYDzKVrv6qvx3B,1NZ3GAtqtJP25yF4,9.75869033,2019-07-23T03:59:00Z
2929,1PeQ5DWwDRyaFsUH,1wmitYd7XE38T2n5,1.19998506,2019-07-23T03:50:00Z
2930,19yUWzvb2G43tDF5,17Gy8pc9sKyMbPcs,2.98211577,2019-07-23T18:49:00Z
2931,1rTuDkQxjRckeCCs,3bBqbQivvMVbDbZj,10.98776661,2019-07-23T09:06:00Z
2932,1uCzs2DS7L4tawtB,1LpLMQhdQxMc6q5G,8.08434231,2019-07-23T18:38:00Z
2933,1ofRenewZhVKtP4Z,1GgUk1pE2xYWkEp1,4.31246907,2019-07-23T17:52:00Z
2934,122WkN2Fz9mA3hfE,1kBAW4GbqXKcv5xo,2.32319904,2019-07-23T03:29:00Z
2935,11YtRTFn1oSL3zXR,1iQanud375u25sc9,0.04336576,2019-07-23T17:12:00Z
2936,1BEmM3Ddv4o9jY9f,1h7Tn2rAKZpPs85i,3.20927317,2019-07-23T02:14:00Z
2937,1sPNuStJDpGtFncE,1PsDbVGdT9Mcyj9d,1.97567337,2019-07-23T01:51:00Z
2938,1zqvW4J1tBVfodm1,199fN4m51aLgVqHd,14.99668122,2019-07-23T02:54:00Z
2939,1gJ4ncA1edARWrbB,1ykpUg4NEwL4BBJa,3.15061309,2019-07-23T12:56:00Z
2940,1PeQ5DWwDRyaFsUH,1ykpUg4NEwL4BBJa,8.24574167,2019-07-23T20:54:00Z
2941,1HSG21KF9DsV9h8v,16vgu1XxbXQedo5J,8.62529006,2019-07-23T18:34:00Z
2942,1EzihFiUPDcFgs16,1jZgVWJPAN8Qy6nv,3.40389842,2019-07-23T14:12:00Z
2943,1JJCDTwoAFteK613,1CmCEQjx7QFdXDax,0.2894307,2019-07-23T10:35:00Z
2944,1N1GanX4r3fBWAZQ,17HJUzK5vEjDaUCH,8.5271503,2019-07-23T12:41:00Z
2945,1UcQanrs8E9bF3fU,1nKySGyDHiESYSt9,13.15233186,2019-07-23T08:24:00Z
2946,13UkDZHj8FgGUDxb,1PeQ5DWwDRyaFsUH,1.61011981,2019-07-23T02:22:00Z
2947,1ETvKBaUPiin8YVz,1dNHdTLMNXDJ6XCm,0.40761419,2019-07-23T07:25:00Z
2948,1ENtKQwCYB1gQwwR,1rWJ2i7CyHU2Ns4m,1.13072254,2019-07-23T09:13:00Z
2949,1DNgwGvVTzNpDGop,33YWCjBomCEfoFyz,2.38596264,2019-07-23T07:42:00Z
2950,1FGuHFVV7PfVczfQ,1W1z6QA3tiZwBVWm,10.64299281,2019-07-23T21:04:00Z
2951,1Ya477bembmPDC5e,1cKXYF2pg3VQZCCd,10.5804685,2019-07-23T13:44:00Z
2952,1MQnLDQJBZU1p4Tt,1ESLD8zxDkmFhWpj,7.04219969,2019-07-23T18:24:00Z
2953,17Gy8pc9sKyMbPcs,1Bv2FekYLfDSQxso,9.73562295,2019-07-23T02:04:00Z
2954,1KMk4962MsDuK7b2,1mRAifCi77m6vAxM,13.59069917,2019-07-23T17:19:00Z
2955,1WKBC1BaA9puhK8J,1BdPFKagrNfN8TyZ,0.66844212,2019-07-23T14:46:00Z
2956,1F96QJxaM4UdvE9t,1CmCEQjx7QFdXDax,6.16899471,2019-07-23T11:43:00Z
2957,1bMrs8HxrWzH491H,3Y8vT7ASAd4qeB7t,1.19026233,2019-07-23T18:00:00Z
2958,1P2hrV8V5G8xNiob,14pdSn19wptXxmSw,2.56334789,2019-07-23T22:28:00Z
2959,1PUvb5fpX622F1by,1G8LrcvWxHvwBNPr,7.1768428,2019-07-23T18:40:00Z
2960,19T21f7VpjFJCyHi,3bT1sZ43sAMEmTAs,1.20815705,2019-07-23T01:29:00Z
2961,1GBL1vT38bfoigJf,1gJ4ncA1edARWrbB,14.3929046,2019-07-30T12:19:00Z
2962,13X4eqxD5uQA1X5Y,1HHiiFkcuZ8pze9D,3.57928386,2019-07-30T23:57:00Z
2963,1DNgwGvVTzNpDGop,1Kp41jcUfeoKB8Np,3.72153082,2019-07-30T00:44:00Z
2964,1G2ycmVfbfgvvvF5,12HFq7AZAMcJEnpD,11.5627935,2019-07-30T21:51:00Z
2965,1nGU1dbHLQRRn5ZD,1TirB8QNsvB27LGc,2.02902018,2019-07-30T11:06:00Z
2966,1PgSmZRijboCzfp3,1wQAavS7pKydFTtq,5.22015792,2019-07-30T22:17:00Z
2967,1L94V1WA3RLHpswz,1kKA1dfnPdMxRYE6,3.10645787,2019-07-30T08:15:00Z
2968,1a21yySbuwDuB3ks,1baPJZJavKVY7eW5,4.78213398,2019-07-30T17:02:00Z
2969,11rS7WKDdVLtmpG4,14Jd4ekZxoBJR4vJ,9.36979379,2019-07-30T17:42:00Z
2970,1hmDDQnZd3fwKFds,1TZFKKsBA219W6qT,7.55040464,2019-07-30T18:44:00Z
2971,1r7RxwaKdSRLiBNu,3TwobS8w1RnXNQzC,9.20916697,2019-07-30T02:33:00Z
2972,1Cm493HpDrKek14f,1eBUMG9wz5BKbkx4,10.77598939,2019-07-30T07:39:00Z
2973,1dgP5iYyNjEdjzJf,176bFA8cpA43nK9s,3.60113172,2019-07-30T12:07:00Z
2974,176RurrR4vviP3HT,12nx1RT4Sau3D2aX,7.0901599,2019-07-30T13:38:00Z
2975,14Jd4ekZxoBJR4vJ,1nGU1dbHLQRRn5ZD,12.53709373,2019-07-30T07:13:00Z
2976,1qFjgSfPTQ1XSojB,1VhigAMVPspqh7MT,13.48866982,2019-07-30T04:50:00Z
2977,1uVhtcCtafuHSion,1pBZdHa4eenRLFEL,5.55303521,2019-07-30T09:11:00Z
2978,13e5rMp8T3rKpF5m,1ZY37tAH9aZ1ogBx,12.83119594,2019-07-30T01:45:00Z
2979,18Pwu5LG5mY6GwN9,1Uhd4wi7qyD77d5D,4.5712473,2019-07-30T06:48:00Z
2980,1ACuhLy6uHKKpNH9,1Kp41jcUfeoKB8Np,0.60233276,2019-07-30T04:21:00Z
2981,1bYmgRkXfXFc6ceB,1Kp41jcUfeoKB8Np,3.02639537,2019-07-30T19:27:00Z
2982,1BbEZgaTPALXoQhj,1zHrLkCwGbTSiQL5,1.41238916,2019-07-30T15:32:00Z
2983,1tQGNHthD2YaTMxB,12HFq7AZAMcJEnpD,13.27962112,2019-07-30T21:37:00Z
2984,1TN5qzi3ueRYX3S1,1QEE1bTY9qBWgRVh,8.01391528,2019-07-30T15:00:00Z
2985,1mTZ2KCk9vkDkx9m,1493T4n79LvMHtLx,11.18118132,2019-07-30T18:26:00Z
2986,1EitxxxYaR5ynDrK,31nV2DrVWAFeyqYT,2.32174419,2019-07-30T10:39:00Z
2987,1ry7u31iLPgEqmDF,13V81CAdqreV7Zgv,2.06404192,2019-07-30T12:24:00Z
2988,1DT5XE2pRiJmX718,3wyLJFqFLkmqeTeH,4.63610355,2019-07-30T15:34:00Z
2989,1b6KPEtESCymyBS1,1bMADFnNRNjk26ri,4.72419045,2019-07-30T17:43:00Z
2990,1SbyfAq3RdMgwkLF,1W2Z3WUV5mN1nmcH,12.7703845,2019-07-30T01:51:00Z
2991,1zHdtY5BbP1Ydp4P,1Q1Jx1FnagZcJ3Lo,12.63543512,2019-07-30T21:23:00Z
2992,1NLyx6613EJJh4si,1ZLAAeNAZfir9wS4,6.10092745,2019-07-30T02:13:00Z
2993,1jFU921ThTZqpEV3,17zMxo79qrrMS44q,1.32846857,2019-07-30T05:33:00Z
2994,17jC1Ei7B2LYpRju,1Aw9xEQ8dc8VVMNb,4.67158552,2019-07-30T10:58:00Z
2995,1JAy28H4PHXK5XsQ,1NrC6c3u98T6eW3k,14.40265584,2019-07-30T03:50:00Z
2996,1ofRenewZhVKtP4Z,11YtRTFn1oSL3zXR,2.11533499,2019-07-30T18:21:00Z
2997,1sMgDEqyNy2LKtHw,11BXeo4xAVEdmfkD,6.42507446,2019-07-30T19:12:00Z
2998,1e38S2dYsm1VGSsH,3AZSyahATYfVAd1i,1.51305344,2019-07-30T19:58:00Z
2999,122WkN2Fz9mA3hfE,1PUBGf1cD2nJm8PN,3.70848243,2019-07-30T19:16:00Z
3000,1BxVvVSPBAfjHad1,1LrrxBcvrigRP7PP,12.49114473,2019-07-30T00:43:00Z
3001,1vPy17eombVGCr7m,1b6KPEtESCymyBS1,4.47519757,2019-07-30T00:44:00Z
3002,1gYcAvNY55KkGMRy,1BtvsdcRTNNxrZUb,0.25365219,2019-07-30T03:02:00Z
3003,1NLyx6613EJJh4si,1QHZ5rZ7PKneyZs1,10.22917761,2019-07-30T19:19:00Z
3004,1ehP4kraCyfDdin8,1DmWR8LTWHCE4mJa,11.80398062,2019-07-30T04:56:00Z
3005,1zHdtY5BbP1Ydp4P,14pdSn19wptXxmSw,5.86955521,2019-07-30T03:36:00Z
3006,1BbEZgaTPALXoQhj,1wwNHorQoSkC6NxM,0.27726659,2019-07-30T09:15:00Z
3007,1wQAavS7pKydFTtq,1sMgDEqyNy2LKtHw,9.98359301,2019-07-30T11:42:00Z
3008,1LsRJxSoNRTqwb48,1TySac9ASAqUD12T,7.97083377,2019-07-30T09:19:00Z
3009,1MFfMcX78QkPgPkH,1KpZXFFbQHyshdBR,12.30417766,2019-07-30T21:45:00Z
3010,1QBKaXJNEFgNPPdB,1ccgdQXiLLrhQ2QH,5.43344338,2019-07-30T17:54:00Z
3011,1P7QqLzF6JZ7hxuv,1uG6H4dHadXmE2Qy,12.24826737,2019-07-30T05:34:00Z
3012,1j2k7sqBneFq8w3p,1qk7RWE4ULArRrq7,5.8042389,2019-07-30T20:33:00Z
3013,1HqwZnXkAFzBsHq4,12prQfyBwRwiQ7xN,5.16709957,2019-07-30T03:54:00Z
3014,1XNMrCC1GkssGbtP,1zbrJmHtZS58T5mS,8.45892701,2019-07-30T01:33:00Z
3015,18Pwu5LG5mY6GwN9,1Jbzz4MaVG2UiRoC,13.2929799,2019-07-30T04:42:00Z
3016,1y7WwKtqszVBcS2C,1wy5J2qUhmGY88jm,14.72310713,2019-07-30T13:04:00Z
3017,1FQBNMGgntQKst2f,1cKXYF2pg3VQZCCd,3.03582385,2019-07-30T11:23:00Z
3018,1Hn6EhDddRt6TuDW,1BYnrH8VYnoVkfPa,2.92631789,2019-07-30T08:26:00Z
3019,1XTXyNWwC6qJPofe,1eHdD9CmutfkiTPf,0.50125877,2019-07-30T03:16:00Z
3020,1P5LZ9pox9y37PvG,1LsRJxSoNRTqwb48,2.58407464,2019-07-30T11:25:00Z
3021,1JB1hxGJQBRG5eVF,12tu3yoXAs5xf7FE,0.34419006,2019-07-30T04:56:00Z
3022,1j85QkqiMZzNH7xc,1ry7u31iLPgEqmDF,13.64632466,2019-07-30T17:05:00Z
3023,1BdPFKagrNfN8TyZ,1qczkoAMQzbTPCNY,9.69444324,2019-07-30T05:09:00Z
3024,1o9sSeQ1SAzNBf6U,1rWJ2i7CyHU2Ns4m,12.67567907,2019-07-30T18:30:00Z
3025,1mbwTWMeUgzSPG57,1P48RS5DiLBxE7yU,6.7264978,2019-07-30T04:11:00Z
3026,1Lm7CruzxRwQnb15,1JAy28H4PHXK5XsQ,2.59563551,2019-07-30T14:43:00Z
3027,13wQdZHUzQQMBPQa,1a2LgFdh5Fpt4KCF,0.13504427,2019-07-30T13:33:00Z
3028,1kTRDdcauBB9x9H7,31nV2DrVWAFeyqYT,4.21494403,2019-07-30T06:46:00Z
3029,1Fjwin5jGN8SXmxs,1kBAW4GbqXKcv5xo,14.28989836,2019-07-30T10:50:00Z
3030,1vRZaJXjEa43zPgG,1Md93HRhPXR8xZQA,29.89348838,2019-07-30T16:29:00Z
3031,1CZXtBWYzRfRFfNd,1C1c9NfjmUH4i56s,1.112131,2019-07-30T21:00:00Z
3032,1hEbUwMWUEfaJYzB,1H9EzdacNFBExDbt,5.42098076,2019-07-30T21:58:00Z
3033,1qk7RWE4ULArRrq7,17Gy8pc9sKyMbPcs,12.49748038,2019-07-30T01:58:00Z
3034,1DNgwGvVTzNpDGop,3bBqbQivvMVbDbZj,14.7260076,2019-07-30T06:34:00Z
3035,1oS85NnHsY7UabsF,1GHhYW9Y4jw73Wix,6.9936138,2019-07-30T10:16:00Z
3036,18Pwu5LG5mY6GwN9,1WK83Xqamhw4HmCY,6.32932762,2019-07-30T02:45:00Z
3037,1V9JtnLJxgFSR6DX,1SvGE4M9BVGngCG7,13.77736483,2019-07-30T00:38:00Z
3038,1dneZ88JhxpgAgsD,1DT5XE2pRiJmX718,10.69165395,2019-07-30T23:41:00Z
3039,1WNtMDRb4yNLn2nC,1zBxZBxG5FA8wyHv,10.43816239,2019-07-30T17:44:00Z
3040,1QbYqZCBLH3uZvug,1PobkGAcsDthod5q,12.56209001,2019-07-30T04:12:00Z
3041,11YtRTFn1oSL3zXR,1zHrLkCwGbTSiQL5,11.97902006,2019-07-30T00:42:00Z
3042,1PWnXwLJN2cp18zN,1j85QkqiMZzNH7xc,2.57581383,2019-07-30T08:56:00Z
3043,19T21f7VpjFJCyHi,114219JPKvhccHHQ,0.70911184,2019-07-30T19:26:00Z
3044,1XCTbHaM3HV8uAPU,1XTXyNWwC6qJPofe,4.21156048,2019-07-30T08:32:00Z
3045,1f1KVJ1HD7WNNpqY,1N8wjBELrLKHbMA1,1.57089915,2019-07-30T04:29:00Z
3046,1qVtaChQVzoQPqUC,1sPNuStJDpGtFncE,11.81863493,2019-07-30T12:52:00Z
3047,1eBUMG9wz5BKbkx4,1Ep6D28bJwQ9fhu2,2.6646713,2019-07-30T13:05:00Z
3048,1mLnNP22PCYCsPAH,114219JPKvhccHHQ,9.87173688,2019-07-30T21:40:00Z
3049,1kKA1dfnPdMxRYE6,1QBKaXJNEFgNPPdB,7.6491402,2019-07-30T05:23:00Z
3050,1h9mEfenzJbW4gNk,1GmQPMiZarPGguMF,9.91271504,2019-07-30T22:27:00Z
3051,1YFVeahnYSW64Tmn,1KbtWS8KUUYsPXCp,6.83689906,2019-07-30T18:11:00Z
3052,1pboE89Tw179ao8E,1j2k7sqBneFq8w3p,10.93633124,2019-07-30T17:02:00Z
3053,1MFfMcX78QkPgPkH,1D491Zgk2Y8bMKwZ,1.94410698,2019-07-30T21:59:00Z
3054,1eaNSJ7sMaSnHiQF,1Dnotr7p62Z9h1yv,7.73002907,2019-07-30T02:26:00Z
3055,13X4eqxD5uQA1X5Y,1MyaugtnNCwZurS1,12.72664258,2019-07-30T01:31:00Z
3056,1jree3scyUDWLe9P,3M239b5DEVh1NKFV,14.66489884,2019-07-30T20:25:00Z
3057,1Hn6EhDddRt6TuDW,3JNGSpTz4CW5hTzG,12.76623427,2019-07-30T03:29:00Z
3058,176ruzWkbVip1SUr,1D491Zgk2Y8bMKwZ,13.26444023,2019-07-30T11:16:00Z
3059,1ccgdQXiLLrhQ2QH,12cBPqD9dN948L6R,0.84129208,2019-07-30T12:26:00Z
3060,1mTZ2KCk9vkDkx9m,1wqoMruVZjrAqRw2,0.43455243,2019-07-30T11:00:00Z
